Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,0,Saimiriine herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Unassigned,0,Chelonid herpesvirus 6
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Bovine herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Bovine herpesvirus 5
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Bubaline herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Canid herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Caprine herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Cercopithecine herpesvirus 9
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Cervid herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Cervid herpesvirus 2
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Equid herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Equid herpesvirus 3
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Equid herpesvirus 4
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Equid herpesvirus 8
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Equid herpesvirus 9
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Felid herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,1,Human herpesvirus 3
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Phocid herpesvirus 1
Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,Suid herpesvirus 1
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Aotine herpesvirus 1
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Cebine herpesvirus 1
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Cercopithecine herpesvirus 5
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,1,Human herpesvirus 5
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Macacine herpesvirus 3
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Panine herpesvirus 2
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Papiine herpesvirus 3
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,Saimiriine herpesvirus 4
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,1,Murid herpesvirus 1
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,0,Murid herpesvirus 2
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,0,Murid herpesvirus 8
Herpesvirales,Herpesviridae,Betaherpesvirinae,Proboscivirus,1,Elephantid herpesvirus 1
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,0,Human herpesvirus 7
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,1,Human herpesvirus 6A
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,0,Human herpesvirus 6B
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,0,Caviid herpesvirus 2
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,0,Suid herpesvirus 2
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,0,Tupaiid herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Callitrichine herpesvirus 3
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Cercopithecine herpesvirus 14
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Gorilline herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,1,Human herpesvirus 4
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Macacine herpesvirus 4
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Panine herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Papiine herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,Pongine herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,1,Alcelaphine herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Alcelaphine herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Bovine herpesvirus 6
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Caprine herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Hippotragine herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Ovine herpesvirus 2
